7727,mcc,sqt,,MERKEL CELL CARCINOMA (PRIMARY CUTANEOUS NEUROENDOCRINE CARCINOMA),Tumor size - greatest dimension (cm): ***/-/Tumor thickness (mm): ***/-/Mitotic rate (mitoses/ mm2): ***/-/Peripheral and deep margin status: ***/-/Angiolymphatic invasion: ***/-/Tumor infiltrating lymphocytes: *** /-/Pathologic stage: pT*** pN*** pM***  ,Sections demonstrate a multinodular dermal tumor comprised of basophilic cells with scant cytoplasm and dispersed chromatin. There are numerous apoptotic nuclei and frequent mitoses. The lesion displays perinuclear dot-like positivity with CK 20 and is negative for TTF1.,88305,209.36,C4A.9,D0-F00E0,0,1,0,0,0,0,
7728,mcl,lyt,,MANTLE CELL LYMPHOMA,Clinopathologic correlation is recommended to evaluate for underlying systemic disease.,Sections show a dense diffuse infiltrate of monomorphic CD20 positive B-cells co-expressing CD5 and Cyclin D1 and negative for CD23.,88305,200.4,,,0,1,0,0,0,0,
7729,mctd,cvd,,MIXED CONNECTIVE TISSUE DISEASE,,"Sections show epidermal atrophy, hyperkeratosis, vacuolar alteration of the basal layer with apoptosis, and an associated perivascular lymphoid infiltrate.",88305,710.8,M35.1,,0,0,0,0,0,0,
7730,mela,met,,MELASMA,,Sections show increased melanin in keratinocytes and  papillary dermal melanophages.,88305,709.09,L81.1,,0,0,0,0,0,0,
7731,met,sqt,,METASTATIC CARCINOMA,,Sections demonstrate an infiltrative tumor composed of atypical epithelioid cells. ,88305,199.1,,M-80003,0,1,0,0,0,0,
7733,mglo,vat,,MALIGNANT GLOMUS TUMOR,,Sections show sheets of glomus cells with nuclear pleomorphism and mitotic activity; deep location and size > 2 cm.,88305,173.99,,,0,1,0,0,0,0,
7734,mil,cys,,MILIUM,,Sections show a small cyst wall with a granular cell layer and keratin debris.,88304,706.2,L72.8,,0,0,0,0,0,0,
7736,minop,dru,,MINOCYCLINE PIGMENTATION,,Sections show perivascular deposition of granular brown pigment predominantly within histiocytes. ,88305,709.09,L92.0,,0,0,0,0,0,0,
7737,mis,met,,MELANOMA IN SITU,Pathologic stage: pTis.,Sections show a confluent proliferation of single and nested atypical melanocytes at and above the dermoepidermal junction.,88305,172.9,C43,M-87203,0,1,1,1,0,0,
7738,misl,met,,"MELANOMA IN SITU, LENTIGO MALIGNA TYPE",Pathologic stage: pTis.,"Sections show a proliferation of atypical melanocytes with hyperchromatic nuclei at the dermoepidermal junction disposed in a confluent fashion with extension down adnexae, on a background of sun damaged skin. ",88305,172.9,C43,M-87203,0,1,1,1,0,0,
7739,miss,met,,"MELANOMA IN SITU, SUPERFICIAL SPREADING TYPE",Pathologic stage: pTis.,Sections show a confluent proliferation of single and nested atypical melanocytes at the dermoepidermal junction with full thickness pagetoid upward scatter. The dermis shows mild chronic inflammation. ,88305,172.9,C43,M-87203,0,1,1,1,0,0,
7740,mj,inf,,MAJOCCHI'S GRANULOMA,,Sections show fungal spores within and surrounding hair shafts.,88305,110.6,B35.0,,0,0,0,0,0,0,
7742,ml,met,,MUCOSAL LENTIGO (LABIAL MELANOTIC MACULE),,Sections show lentiginous hyperplasia with increased epidermal melanin pigment.,88305,709.09,L81.4,,0,0,0,1,0,0,
7743,mlsar,fat,,"MYXOID LIPOSARCOMA, LOW GRADE",,"Sections show a hypocellular proliferation of delicate spindled to oval cells, within a prominent myxoid stroma with a delicate arborizing vasculature. Scattered lipoblasts are present. No necrosis is identified and hypercellular (round cell areas) comprise < 5% of the tumor.",88305,173.99,,,0,1,0,0,0,0,
7744,mlsar2,fat,,"MYXOID LIPOSARCOMA, INTERMEDIATE GRADE",,"Sections show a variably cellular proliferation of round to oval cells, within a prominent myxoid stroma with a delicate arborizing vasculature. Scattered lipoblasts are present. No necrosis is identified and hypercellular (round cell areas) comprise approximately 5% of the tumor.",88305,173.99,,,0,1,0,0,0,0,
7745,mlsar3,fat,," MYXOID LIPOSARCOMA, HIGH GRADE",,"Sections show  a proliferation of round to oval cells with areas of increased cellularity, within a prominent myxoid stroma with a delicate arborizing vasculature. Scattered lipoblasts are present.  Necrosis ***is/is not*** identified and hypercellular (round cell areas) comprise > 5% of the tumor.",88305,173.99,M31.3,,0,0,0,0,0,0,
7754,morph,cvd,,MORPHEA,,"Sections show increased dermal thickness with broad sclerotic collagen bundles parallel with the epidermis and extending into the subcutis, and diminution of adipose tissue around the adnexal structures which are diminished or lost. ",88305,701,L94.0,,0,0,0,0,0,0,
7755,mrc,cys,,MEDIAN RAPHE CYST,,Sections show a cyst lined by pseudostratified columnar epithelium.,88304,706.2,,,0,0,0,0,0,0,
7756,mret,lyt,,MULTICENTRIC RETICULOHISTIOCYTOSIS,,"Sections show a circumscribed infiltrate of uniform mononuclear histiocytes with eosinophilic ground-glass cytoplasm, and admixed multinucleate histiocytes. There is a sparse associated predominantly lymphoid infiltrate.",88305,277.89,,,0,0,0,0,0,0,
7757,mrs,gra,,OROFACIAL GRANULOMATOSIS (GRANULOMATOUS CHEILITIS),This condition may be associated with Melkersson-Rosenthal syndrome.,Sections show loose non-necrotizing granulomas in the lamina propria associated with a lymphoid infiltrate with plasma cells.,88305,351.8,G51.2,,0,0,0,0,0,0,
7758,ms,met,,MONGOLIAN SPOT,,Sections show deep dermal pigmented dendritic melanocytes.,88305,757.33,D22.5,,0,0,0,1,0,0,
7759,muco,org,,MUCOCELE,,Sections show a cyst-like deposition of pools of mucin in the dermis.,88304,527.6,K11.6,,0,0,0,0,0,0,
7760,mucor,inf,,MUCORMYCOSIS,,"Sections show intra- and extravascular, broad (10-20 µm), non-septate hyphae with branches at 90°.",88305,117.7,B46.0,,0,0,0,0,0,0,
7761,mvh,vat,,MICROVENULAR HEMANGIOMA,,"Sections show proliferation of thin-walled, irregularly branching vessels within the dermis, with single layer of endothelial cells, collapsed lumina in a collagenous stroma.",88305,228.01,,,0,0,0,0,0,0,
7762,myia,inf,,MYIASIS,,"Sections show a fly larva surrounded by a heavy mixed infiltrate in the dermis including lymphocytes, histiocytes, occasional foreign-body giant cells, neutrophils, plasma cells and eosinophils. The larva shows a thick cuticle with widely spaced spines on the surface. Beneath the cuticle, layers of striated muscle and internal organs are seen.",88305,,,,0,0,0,0,0,0,
7763,mylip,fat,,MYOLIPOMA,,Sections show lobules of mature adipose tissue with minimal variation in adipocyte size and with smooth muscle tissue without significant atypia.,88304,216.9,D17,,0,0,0,0,0,0,
7764,mzbc,lyt,,MARGINAL ZONE B-CELL LYMPHOMA,Marginal zone B-cell lymphoma can be primary to the skin or secondary. Clinicopathologic correlation is recommended.,"Sections show a nodular to diffuse lymphoid infiltrate within the dermis. The epidermis is spared. Immunohistochemical stains reveal that the infiltrate is composed of small to medium-sized CD20 positive B-cells with inconspicuous nucleoli, which co-express Bcl-2 and are negative for Bcl-6 and CD10. Some of the B-cells are dispersed around follicles (highlighted on CD23 and Bcl-6 and negative for Bcl2) with reactive-appearing germinal centers. CD3 and CD5 highlight frequent admixed reactive T-cells. In situ hybridization for Kappa and lambda reveal scattered plasma cells without clonal restriction.",88305,200.3,,,0,1,0,0,0,0,
7765,mzbcl,lyt,,MARGINAL ZONE B-CELL LYMPHOMA (LYMPHOPLASMACYTIC VARIANT),Marginal zone B-cell lymphoma can be primary to the skin or secondary. Clinicopathologic correlation is recommended.,"Sections show a nodular to diffuse lymphoid infiltrate within the dermis with lymphoplasmacytoid cells and plasma cells. The epidermis is spared. Immunohistochemical stains reveal that the infiltrate is composed of small to medium-sized CD20 positive B-cells with inconspicuous nucleoli, which co-express Bcl-2 and are negative for Bcl-6 and CD10. CD3 and CD5 highlight frequent admixed reactive T-cells. In situ hybridization for Kappa and lambda reveal monotypic light chain expression in the lymphoplasmacytoid and plasma cells.",88305,200.3,,,0,1,0,0,0,0,
7766,mzbcp,lyt,,MARGINAL ZONE B-CELL LYMPHOMA (PLASMACYTIC VARIANT),"Cutaneous involvement by multiple myeloma can show similar histologic findings, and should be excluded clinically. In addition, marginal zone B-cell lymphoma can be primary to the skin or secondary. Clinicopathologic correlation is recommended.",Sections show dense nodules of mature plasma cells in the derm with monotypic light chain expression on in situ hybridization for kappa and lambda.,88305,200.3,,,0,1,0,0,0,0,
7767,nab,inf,,NORTH AMERICAN BLASTOMYCOSIS,,"Sections show pseudoepitheliomatous hyperplasia, as well as suppurative  and granulomatous inflammation containing thick-walled yeasts (8-15µm in diameter) with broad-based buds.",88305,116,B40,,0,0,0,0,0,0,
7768,nae,der,,NECROLYTIC ACRAL ERYTHEMA,Necrolytic acral erythema is often associated with hepatitis C infection. The histopathologic differential diagnosis includes an irritant contact dermatitis. ,"Sections show acanthosis, hyperkeratosis, parakeratosis, and pallor of the mid and upper epidermal keratinocytes. There is also slight spongiosis with focal keratinocyte necrosis, and an associated mixed inflammatory cell infiltrate in the dermis.",88305,695.89,,,0,0,0,0,0,0,
7769,nailneg,deg,,HYPERKERATOTIC NAIL PLATE. NO FUNGI ARE DETECTED WITH PERIODIC ACID-SCHIFF STAIN (PERFORMED ON TWO LEVEL SECTIONS),The findings do not point to a specific cause of onychodystrophy. ,Sections show ungual hyperkeratosis and subungual debris.,88305%%%%88312,703.8,,,0,0,0,0,0,0,
7771,nasg,net,,NASAL GLIOMA,,Sections show well-circumscribed nodules of astrocytes in a loose neurofibrillar stroma.,88305,216.9,,,0,0,0,0,0,0,
7772,nc,der,,NEVUS COMEDONICUS,,"Sections show dilated, keratin-filled invaginations of the epidermis with pilar structures attached to the lower pole of the invagination.",88305,216.9,,,0,0,0,0,0,0,
7773,necac,phy,,NODULAR ELASTOSIS WITH CYSTS AND COMEDONES (FAVRE-RACOUCHOT DISEASE),,Sections show extensive solar elastosis and multiple cysts.,88305,706.1,L57.8,,0,0,0,0,0,0,
7774,necf,inf,,NECROTIZING FASCIITIS,,Sections show a dense mixed inflammatory cell infiltrate with necrosis extending into the subcutaneous fat and the fascia with areas of thrombosis and large numbers of bacteria.,88305,728.86,M72.6,,0,0,0,0,0,0,
7775,necme,deg,,NECROLYTIC MIGRATORY ERYTHEMA (GLUCAGONOMA SYNDROME),,Sections show parakeratosis and pallor of upper epidermal cells.,88305,695.89,,,0,0,0,0,0,0,
7776,neu,net,,NEUROMA,,Sections show bundles of nerves.,88305,216.9,,,0,0,0,0,0,0,
7777,nevf,vat,,CAPILLARY MALFORMATION (NEVUS FLAMMEUS/PORT WINE STAIN),,Sections show dilation of the vessels within the superficial vascular plexus.,88305,228.01,,,0,0,0,0,0,0,
7778,nf,net,,NEUROFIBROMA,,Sections show a dermal proliferation of delicate spindled cells within a stroma of wavy collagen fibers.,88305,216.9,D36.1,,0,0,0,0,0,0,
7779,nfas,det,,NODULAR FASCIITIS,,"Sections show a cellular proliferation of fibroblasts and myofibroblasts arranged in irregular short fascicles, within a myxoid to collagenous stroma. There is patchy red blood cell extravasation and admixed lymphoplasmacytic inflammation.",88305,216.9,M72.4,,0,0,0,0,0,0,
7780,nl,deg,,NECROBIOSIS LIPOIDICA,,Sections show extensive areas of dermal necrobiosis surrounded by a palisading infiltrate of mono and multinucleated histiocytes admixed with lymphocytes and plasma cells.,88305,709.3,L92.1,,0,0,0,0,0,0,
7781,nls,fat,,NEVUS LIPOMATOSUS SUPERFICIALIS,,Sections show lobules of mature adipose tissue within the dermis.,88305,216.9,,,0,0,0,0,0,0,
7782,nocar,inf,,NOCARDIOSIS,,Sections show suppurative inflammation containing Gram-positive and partially acid-fast-positive branching filaments.,88305,39.9,A43,,0,0,0,0,0,0,
7783,noi,met,,NEVUS OF ITO,,Sections show dermal pigmented dendritic melanocytes.,88305,216.9,D22,,0,0,0,1,0,0,
7784,noo,met,,NEVUS OF OTA,,Sections show dermal pigmented dendritic melanocytes.,88305,216.9,D22,,0,0,0,1,0,0,
7785,nrak,sqt,,NO RESIDUAL ACTINIC KERATOSIS IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,702,,,0,0,0,0,0,0,
7786,nramp,met,,NO RESIDUAL ATYPICAL MELANOCYTIC PROLIFERATION IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,238.2,,,0,0,0,0,0,0,
7788,nrbcc,sqt,,NO RESIDUAL BASAL CELL CARCINOMA IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,173.91,,M-80903,0,1,0,0,0,0,
7789,nrdn,met,,NO RESIDUAL DYSPLASTIC NEVUS IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,238.2,,,0,0,0,0,0,0,
7790,nrka,sqt,,NO RESIDUAL KERATOACANTHOMA IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,238.2,,R-F86DA,0,1,0,0,0,0,
7791,nrlm,met,,NO RESIDUAL LENTIGO MALIGNA IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,172.9,,,0,0,0,0,0,0,
7792,nrmel,met,,NO RESIDUAL MELANOCYTIC PROLIFERATION IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,238.2,,,0,0,0,0,0,0,
7793,nrmm,met,,NO RESIDUAL MELANOMA IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,172.9,,,0,0,0,0,0,0,
7794,nrmmis,met,,NO RESIDUAL MELANOMA IN SITU IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,172.9,,,0,0,0,0,0,0,
7795,nrni,met,,NO RESIDUAL MELANOCYTIC NEVUS IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,216.9,,,0,0,0,0,0,0,
7796,nrscc,sqt,,NO RESIDUAL SQUAMOUS CELL CARCINOMA IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,173.92,,DF-006D7,0,1,0,0,0,0,
7797,nrsccis,sqt,,NO RESIDUAL SQUAMOUS CELL CARCINOMA IN SITU IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,232.9,,D0-F000C,1,0,0,0,0,0,
7798,nrsccisb,sqt,,NO RESIDUAL SQUAMOUS CELL CARCINOMA IN SITU (BOWEN'S DISEASE) IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,232.9,,D0-F000C,1,0,0,0,0,0,
7799,nrska,sqt,,"NO RESIDUAL SQUAMOUS CELL CARCINOMA, KERATOACANTHOMA TYPE IS IDENTIFIED",,Sections show wound and scar from the prior procedure.,88305,173.92,,,0,0,0,0,0,0,
7800,nrspitz,met,,NO RESIDUAL SPINDLE AND EPITHELIOID CELL (SPITZ) NEVUS IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,216.9,,,0,0,0,0,0,0,
7801,nrti,misc,,NO RESIDUAL TUMOR OR LESION IS IDENTIFIED,,Sections show wound and scar from the prior procedure.,88305,239.2,,,0,0,0,0,0,0,
7803,nsoj,hat,,NEVUS SEBACEUS OF JADASSOHN (ORGANOID NEVUS),,"Sections show epidermal hyperplasia, diminished follicular unit size, sebaceous glands attached to epidermis and an increased number of apocrine glands.",88305,216.9,D23,,0,0,0,0,0,0,
7804,nspi,met,,NEVUS SPILUS,,"Sections show nested foci of junctional melanocytes, separated by areas of basal keratinocyte hyperpigmentation. ",88305,216.9,D22,,0,0,0,1,0,0,
7805,nthk,net,,DERMAL NERVE SHEATH MYXOMA (MYXOID NEUROTHEKEOMA),This tumor is benign but has a recurrence rate of up to approximately 45%.,Sections show dermal lobules separated by thin fibrovascular septae and composed of stellate and spindle cells in an abundant myxoid stroma.,88305,216.9,,,0,0,0,0,0,0,
7806,numm,der,,NUMMULAR DERMATITIS,No fungal hyphae are detected with a PAS stain.,"Sections show acanthosis with hypergranulosis, slight spongiosis, focal parakeratosis, and a perivascular lymphoid infiltrate. ",88305%%%%88312,692.9,L30.0,,0,0,0,0,0,0,
7807,nxg,gra,,NECROBIOTIC XANTHOGRANULOMA,,"Sections show extensive dermal necrobiosis with foci of cholesterol clefts and an inflammatory infiltrate composed of lymphocytes, plasma cells and histiocytes, including multinucleate forms.",88305,709.8,,,0,0,0,0,0,0,
7808,ochon,det,,OSTEOCHONDROMA,Correlation with radiologic studies is recommended if clinically indicated. ,Sections show trabecular bone capped by hyaline cartilage.,88305,213.9,,,0,0,0,0,0,0,
7809,ochr,deg,,OCHRONOSIS,,Sections show dermal deposits of ocher-colored fibers.,88305,270.2,E70.2,,0,0,0,0,0,0,
7810,odc,cys,,OMPHALOMESENTERIC DUCT CYST,,Sections show an abrupt transition from stratified to glandular epithelium.,88305,751,D86,,0,0,0,0,0,0,
7811,of,org,,ORAL IRRITATION FIBROMA,,Sections show a dome-shaped lesion with epithelial hyperplasia and submucosal fibrosis. ,88305,210,,,0,0,0,0,0,0,
7812,on,inf,,ONYCHOMYCOSIS,Sections show fungal organisms on PAS stain in nail and hyponychium.,,88305;88312,110.1,B35.1,,0,0,0,0,0,0,
7813,onpg,inf,,ONYCHOMYCOSIS,Sections show fungal organisms on PAS and GMS stains in nail and hyponychium.,,88305;88312;88312,110.1,B35.1,,0,0,0,0,0,0,
7814,orf,inf,,ORF,,Sections show 3-5µm eosinophilic intracytoplasmic and intranuclear inclusions in keratinocytes.,88305,51.2,,,0,0,0,0,0,0,
7815,osar,det,,"OSTEOSARCOMA, *** GRADE",,Sections show hyperchromatic osteoblasts within an osteoid matrix.,88305,170.9,C40,,0,1,0,0,0,0,
7816,osc,deg,,OSTEOMA CUTIS,,Sections show bone formation in the dermis.,88305,216.9,D23,,0,0,0,0,0,0,
7817,pagd,swt,,PAGET'S DISEASE,The tumor cells are positive for CK7 and ER and are negative for S100.,Sections show an intraepidermal proliferation of atypical epithelioid cells with abundant pale cytoplasm arranged singly and in small nests in a pagetoid pattern.,88305,174.8,,,0,0,0,0,0,0,
7818,pagr,lyt,,PAGETOID RETICULOSIS,"The solitary nature of the lesion clinically in combination with the overall morphologic and immunophenotypic findings, is consistent with pagetoid reticulosis. ",Sections show small T-cells with irregular cerebriform nuclei with prominent epidermotropism within a hyperplastic epidermis.  Immunohisthochemical stains reveal that the neoplastic cells are positive for *** and are negative for ***.,88305,202.1,,,0,0,0,0,0,0,
7819,pak,sqt,,PIGMENTED ACTINIC KERATOSIS,,"Sections show atypical squamous cells in the lower epidermis, parakeratosis and increased melanin in the basal layer.",88305,702,L57.0,M-72850,1,0,0,0,0,0,
7820,pals,der,,PAPULOVESICULAR ACROLOCATED SYNDROME (GIANOTTI-CROSTI SYNDROME),No fungal hyphae are detected with a PAS stain.,"Sections show spongiosis, exocytosis of lymphocytes and a superficial perivascular lymphoid infiltrate. ",88305%%%%88312,57.8,L44.4,,0,0,0,0,0,0,
7821,pan,vas,,POLYARTERITIS NODOSA,,Sections show necrotizing vasculitis with fibrinoid necrosis involving deep dermal/subcutaneous medium-sized arteries.,88305,446,M30.0,,0,0,0,0,0,0,
7822,papm,deg,,PAPULAR MUCINOSIS (LICHEN MYXEDEMATOSUS),,Sections show dermal proliferation of fibroblasts with increased mucin.,88305,701.8,L98.5,,0,0,0,0,0,0,
7824,parc,inf,,PARACOCCIDIOIDOMYCOSIS,,"Sections show pseudoepitheliomatous hyperplasia, as well as suppurative  and granulomatous inflammation containing thin-walled yeasts with numerous narrow-based buds (pilots-wheel).",88305,116.1,B41,,0,0,0,0,0,0,
7826,pc,cys,,PILAR (TRICHILEMMAL) CYST,,Sections show a cystic structure lined by squamous epithelium with abrupt keratinization and compact eosinophilic keratin.,88304,704.41,L72.0,,0,0,0,0,0,0,
7827,pcae,lyt,,PRIMARY CUTANEOUS AGGRESSIVE EPIDERMOTROPIC CD8+ CYTOTOXIC T-CELL LYMPHOMA,,"Sections show a diffuse dermal infiltrate of pleomorphic lymphoid cells with with epidermotropism. Immunohistochemical stains reveal that the neoplastic cells are CD3 positive T-cells that coexpress CD8, betaF1, and are negative for CD4 and CD56.",88305,202.1,,,0,1,0,0,0,0,
7828,pcpt,lyt,,"PRIMARY CUTANEOUS PERIPHERAL T-CELL LYMPHOMA, NOT OTHERWISE SPECIFIED (NOS)",,Sections show a nodular and focally diffuse T-cell-rich infiltrate of medium to large-sized pleomorphic T-cells.,88305,202.7,,,0,1,0,0,0,0,
7829,pct,bul,,PORPHYRIA,"Porphyria, pseudoporphyria and porphyria variegata may have identical histologic and direct immunofluorescence findings.  These entities are best distinguished from one another by clinical history and the results of porphyrin tests.",Sections show a cell-poor subepidermal blister.,88305,277.1,M31.3,,0,0,0,0,0,0,
7831,pead,swt,,PAPILLARY ECCRINE ADENOMA,,Sections show a circumscribed dermal tumor composed of dilated ductal structures lined by several layers of cuboidal cells focally forming intraluminal papillae.,88305,216.9,,,0,0,0,0,0,0,
7832,pec,cys,,PROLIFERATING EPIDERMAL CYST,,Sections show a cyst wall lined by stratified squamous epithelium with focal proliferation of the cyst wall and keratin debris.,88304,706.2,L72.0,,0,0,0,0,0,0,
7833,pem,met,,PIGMENTED EPITHELIOID MELANOCYTOMA,"Pigmented epithelioid melanocytoma has been proposed as a name to describe these heavily pigmented, predominantly dermal melanocytic neoplasms with epithelioid morphology. Although data are limited on these unusual lesions, literature to date suggests that while occasionally showing more aggresive behavior, for the most part, they behave in an indolent fashion, without spread beyond locoregional lymph nodes. (See references)","Sections show a heavily pigmented predominantly intradermal, poorly circumscribed melanocytic proliferation.  The proliferation is composed of pigmented epithelioid melanocytes with prominent nucleoli, pigmented spindled melanocytes, and dendritic pigmented melanocytes. Admixed melanophages are also present. ",88305,238.2,D22,,0,1,1,1,0,0,
7834,pempv,bul,,PEMPHIGUS VULGARIS,,Sections show acantholysis of the lower epidermis.,88305,694.4,,,0,0,0,0,0,0,
7835,pempvt,bul,,PEMPHIGUS VEGETANS,,Sections show prominent epidermal hyperplasia and acantholysis of the lower epidermis.,88305,694.4,,,0,0,0,0,0,0,
7836,per,bul,,PEMPHIGUS ERYTHEMATOSUS,,Sections show acantholysis in the granular cell layer.,88305,694.4,,,0,0,0,0,0,0,
7837,pern,der,,PERNIOSIS (CHILBLAINS),"The findings are consistent with perniosis; however, as distinction between idiopathic chilblain perniosis and chilblain lupus erythematosus is not possible based on histologic evaluation alone. No fungal hyphae are detected with a PAS stain.","The sections show a superficial and deep perivascular cuffed lymphocytic infiltrate. Mild superficial dermal edema is present, with associated red blood cell extravasation. No interface changes are present. ",88305%%%%88312,991.5,T69.1,,0,0,0,0,0,0,
7838,pf,der,,PERIFOLLICULITIS,,Sections show a perifollicular lymphocytic infiltrate.,88305,704.8,,,0,0,0,0,0,0,
7839,pfn,pan,,PANCREATIC FAT NECROSIS,,"Sections show fat necrosis with ghost cells and variable calcium deposition. There is degeneration of lipocytes with calcification demonstrating changes of saponification. There is a mixed infiltrate of neutrophils, lymphocytes and histiocytes surrounding degenerated fat.",88305,729.39,,,0,0,0,0,0,0,
7840,phaeo,inf,,PHAEOHYPHOMYCOSIS,,Sections show pigmented hyphae and yeast forms in the dermis.,88305,111.9,,,0,0,0,0,0,0,
7841,phderm,der,,PHOTOALLERGIC DERMATITIS,No fungal hyphae are detected with a PAS stain.,"Sections show spongiosis, necrotic keratinocytes in the spinous layer, focal parakeratosis, and a perivascular lymphoid infiltrate with eosinophils. ",88305%%%%88312,692.72,L57.8,,0,0,0,0,0,0,
7842,pih,met,,POST-INFLAMMATORY HYPERPIGMENTATION,,Sections show melanophages in the papillary dermis.  No fungi are detected with a periodic acid-Schiff stain.,88305%%%%88312,709,L81.9,,0,0,0,0,0,0,
7843,pihypo,met,,POST-INFLAMMATORY HYPOPIGMENTATION,,Sections show loss of epidermal melanin pigment and scattered melanophages in the upper dermis.,88305,709,L81.9,,0,0,0,0,0,0,
7844,pila,vat,,PAPILLARY INTRALYMPHATIC ANGIOENDOTHELIOMA (DABSKA TUMOR),,Sections show dermal proliferation of vessels with papillary projections with hyaline cores and with papillae lined by enlarged uniform endothelial cells with round nuclei protruding into lumen.,88305,238.2,,,0,0,0,0,0,0,
7845,pilo,hat,,PILOMATRIXOMA,,Sections show a multilobular tumor with basaloid cells and ghost cells.,88305,216.9,D23,,0,0,0,0,0,0,
7846,piloc,hat,,PILOMATRICAL CARCINOMA,,Sections show a poorly circumscribed and infiltrative tumor in the dermis with extension into the subcutis. The tumor displays both basaloid cells and anucleate cells. Scattered basaloid cells display striking nuclear atypia with occasional macronucleoli. Mitotic figures including atypical mitoses are identified.,88305,173.99,D23,,0,1,0,0,0,0,
7847,pilolm,det,,PILOLEIOMYOMA,,Sections show an ill-defined dermal growth of uniform interlacing bundles of spindle cells with elongated nuclei and eosinophilic cytoplasm. ,88305,216.9,,,0,0,0,0,0,0,
7848,pinkus,sqt,,"BASAL CELL CARCINOMA, FIBROEPITHELIOMA OF PINKUS TYPE ",,"Sections show thin, elongated anastomosing strands of basaloid cells attached to the epidermis, embedded in a fibromyxoid stroma. ",88305,173.91,D23,D0-F002E,0,0,0,0,0,0,
7849,pitf,inf,,PITYROSPORUM FOLLICULITIS,,Sections show an inflamed hair follicle containing numerous small yeasts.,88305,704.8,,,0,0,0,0,0,0,
7850,pitk,ich,,PITTED KERATOLYSIS,,Sections show coccoid and filamentous bacterial forms present in the cornified layer from volar skin.,88305,686.9,L08.8,,0,0,0,0,0,0,
7851,pl,der,,PITYRIASIS LICHENOIDES,No fungal hyphae are detected with a PAS stain.,"Sections show acanthosis, patchy interface change with keratinocyte necrosis, and a perivascular lymphocytic infiltrate with exocytosis, and erythrocyte extravasation. ",88305%%%%88312,696.2,,,0,0,0,0,0,0,
7852,plc,der,,PITYRIASIS LICHENOIDES CHRONICA,No fungal hyphae are detected with a PAS stain.,"Sections show acanthosis, patchy interface change with keratinocyte necrosis, and a perivascular lymphocytic infiltrate with exocytosis, and erythrocyte extravasation. ",88305%%%%88312,696.2,,,0,0,0,0,0,0,
7853,pleva,der,,PITYRIASIS LICHENOIDES ET VARIOLIFORMIS ACUTA (PLEVA),No fungal hyphae are detected with a PAS stain.,"Sections show vacuolar alteration of the basal layer, keratinocyte necrosis, and a superficial and deep dermal wedge-shaped lymphoid infiltrate associated with papillary dermal edema with erythrocyte extravasation. ",88305%%%%88312,696.2,,,0,0,0,0,0,0,
7854,plsar,fat,,PLEOMORPHIC LIPOSARCOMA,"Literature to date suggests that primary cutaneous pleomorphic liposarcomas which are purely intradermal, follow a relatively indolent clinical behavior, unlike those that are more deeply seated (see references below). Complete re-excision with tumor and scar free margins is recommended. ","Sections show a proliferation of atypical, spindled, round, and pleomorphic cells in the dermis, with admixed pleomorphic lipoblasts. REFERENCE: 1. Dei Tos AP, Mentzel T, Fletcher CDM: Primary liposarcoma of the skin: a rare neoplasm with unusual high grade features. Am J Dermatopathol 1998; 20:332-338 2. Hornick JL, Bosenberg MW, Mentzel T, et al: Pleomorphic liposarcoma. Clinicopathologic analysis of 57 cases. Am J Surg Pathol  2004; 28:1257-1267. 3. 239. Val-Bernal JF, González-Vela MC, Cuevas J: Primary purely intradermal pleomorphic liposarcoma. J Cutan Pathol  2003; 30:516-520.",88305,173.99,,,0,0,0,0,0,0,
7855,pmc,,,PRIMARY MUCINOUS CARCINOMA,,Sections show pools of dermal mucin with islands of tumor cells having minimal cytologic atypia.,88305,173.99,,,0,0,0,0,0,0,
7856,pmle,der,,POLYMORPHOUS LIGHT ERUPTION,No fungal hyphae are detected with a PAS stain.,Sections show a superficial and deep perivascular lymphoid infiltrate with papillary dermal edema. There is slight spongiosis. No significant increase in dermal mucin is identified.,88305%%%%88312,692.72,L56.4,,0,0,0,0,0,0,
7857,pmyx,deg,,"MYXEDEMA, PRETIBIAL",,Sections show dermal deposits of mucin.,88305,242.9,,,0,0,0,0,0,0,
7858,pn,der,,PRURIGO NODULARIS,,"Sections show acanthosis with hypergranulosis, hyperkeratosis, and elongation of the rete ridges.",88305,698.3,L28.1,,0,0,0,0,0,0,
