"Id","code","text"
"559","pleva","pityriasis lichenoides et varioliformis acuta (PLEVA)"
"560","plm","pigment-laden macrophages"
"561","pmb","papillary mesenchymal bodies"
"562","pmle","polymorphous light eruption"
"563","pn","prurigo nodularis"
"564","pngd","palisading neutrophilic and granulomatous dermatitis"
"565","pnp","paraneoplastic pemphigus"
"566","polneg","No foreign material is identified with routine or polarizing microscopy."
"567","poorbase","Because the base of the lesion is not well visualized, invasion cannot be completely excluded."
"568","poro","porokeratosis"
"569","ppep","pustulosis palmaris et plantaris"
"570","ppp","progressive pigmentary purpura"
"572","ppt","proliferating pilar tumor"
"573","pr","pityriasis rosea"
"575","prp","pityriasis rubra pilaris"
"576","ps","psoriasis"
"577","psa","Pilar sheath acanthoma."
"578","psc","post-surgical changes"
"579","pscn","pigmented spindle cell nevus"
"580","psd","psoriasiform and spongiotic dermatitis"
"581","pseh","psoriasiform epidermal hyperplasia"
"582","pseudo","pseudoepitheliomatous hyperplasia"
"583","psk","pigmented seborrheic keratosis"
"584","pss","previous surgical site."
"585","puppp","pruritic urticarial papules and plaques of pregnancy"
"586","pv","perivascular"
"587","pvi","perivascular infiltrate"
"588","pvmnci","perivascular mononuclear cell infiltrate"
"589","pws","port wine stain"
"590","pxe","pseudoxanthoma elasticum"
"591","ra","rheumatoid arthritis"
"592","rbc","red blood cells"
"593","re1","Re-excision with 1 cm margins is recommended."
"594","re5","Re-excision with 5 mm margins is recommended."
"595","rebx","If your clinical suspicion persists, re-biopsy may be helpful."
"596","rec","Further therapy is not imperative unless you have clinical concern about this lesion."
"597","re-ex","Re-excision is recommended to prevent recurrence."
"598","rev","Dr. *** and Dr. *** have also reviewed this case. They concur with the above findings."
"599","rgp","radial growth phase"
"600","rh","reticulohistiocytoma"
"601","rmn","regressed melanocytic neoplasm"
"602","rmsf","Rocky Mountain spotted fever"
"603","rnd","rheumatoid neutrophilic dermatosis"
"604","rnp","recurrent nevus phenomenon"
"605","rpc","reactive perforating collagenosis"
"606","rss","recent surgical site."
"607","rxa","Re-excision with adequate margins is recommended."
"608","rxn","reaction"
"609","rxpig","If there is any remaining clinically apparent pigmented lesion at the biopsy site, conservative re-excision should be considered."
"610","sademp","severely atypical dermoepidermal melanocytic proliferation"
"611","saiemp","severely atypical intraepidermal melanocytic proliferation"
"612","salnmp","Severely atypical lentiginous and nested melanocytic proliferation"
"613","sap","Superficial actinic porokeratosis."
"615","sc","stratum corneum"
"616","sc","see comment"
"617","scarc","scar, consistent with prior surgical site."
"618","scarex","The scar is completely excised in this multiply leveled specimen."
"619","scc","squamous cell carcinoma"
"620","sccis","squamous cell carcinoma in situ"
"621","sccisb","squamous cell carcinoma in situ (Bowen's disease)"
"622","sccka","Well-differentiated squamous cell carcinoma with a keratoacanthoma-like architecture"
"627","sccsk","At times, it is difficult to distinguish between well-differentiated squamous cell carcinoma and irritated seborrheic keratosis when only the surface of the lesion is sampled."
"629","scle","subacute cutaneous lupus erythematosus"
"630","scp","syringocystadenoma papilliferum"
"631","scpd","subcorneal pustular dermatosis (Sneddon-Wilkinson)"
"632","sd","seborrheic dermatitis"
"633","sdpv","superficial and deep perivascular"
"634","sdpvd","superficial and deep perivascular dermatitis"
"635","sdpvpf","superficial and deep perivascular and perifollicular"
"636","sdpvpfd","superficial and deep perivascular and perifollicular dermatitis"
"638","csecn","spindle and epithelioid cell nevus (Spitz nevus)"
"639","sed","subacute eczematous dermatitis"
"640","sf","suppurative folliculitis"
"641","sfr","suppurative folliculitis, ruptured"
"642","sgh","sebaceous gland hyperplasia"
"645","sjs","Stevens-Johnson syndrome"
"646","sk","seborrheic keratosis"
"647","ska","The surface of a keratoacanthoma may show warty changes.  If there is clinical suspicion for underlying tumor, deeper biopsy or re-excision may be helpful."
"648","skatyp","Despite some architectural overlap with a seborrheic keratosis, the degree of squamous atypia and mitoses at upper epidermal levels would favor an interpretation of squamous cell carcinoma in situ."
"649","skcomment","The absence of hypergranulosis and koilocytosis support the diagnosis of seborrheic keratosis over wart."
"650","skif","seborrheic keratosis, inflamed."
"651","skii","seborrheic keratosis, irritated and inflamed."
"652","skir","seborrheic keratosis, irritated."
"653","sl","solar lentigo"
"654","sle","systemic lupus erythematosus"
"655","sma","smooth muscle actin stain"
"656","smac","The surface of a microcystic adnexal carcinoma may show similar histologic features.  Clinicopathologic correlation is suggested.  Complete excision is recommended for diagnostic and therapeutic purposes."
"657","smdpv","superficial and mid-dermal perivascular"
"658","smdpvd","superficial and mid-dermal perivascular dermatitis"
"659","sotrauma","The findings are suggestive of tissue reaction to focal trauma."
"660","sparks","This lesion demonstrates overlapping features of a Spitz nevus and a dysplastic nevus.  These lesions have been termed 'Spark's nevi'. Reference: Ko, McNiff and Glusac.  Melanocytic nevi with features of Spitz nevi and Clark's/dysplastic nevi ("Spark's" nevi), Journal of Cutaneous Pathology, 2009: 36: 1063-8."
"662","spongderm","spongiotic dermatitis"
"664","spv","superficial perivascular"
"665","spvd","superficial perivascular dermatitis"
"666","spvpf","superficial perivascular and perifollicular"
"667","sq","subcutaneous"
"668","sqpro","squamous proliferation"
"669","squoid","Squamous features are also present, which may be associated with coexisting squamous cell or basosquamous carcinoma."
"671","ss","superficial spreading"
"672","ssaip","Special stains are in progress and the results will be reported in an addendum."
"673","ssbpa","Special stains for bacteria and fungi are in progress and the results will be reported in an addendum."
"674","ssbugs","Special stains for infectious organisms are in progress and the results will be reported as an addendum."
"675","ssd","subacute spongiotic dermatitis"
"677","ssn","The lesion demonstrates architectural and cytologic features that are consistent with a special site nevus."
"678","ssss","staphylococcal scalded skin syndrome"
"679","steato","steatocystoma"
"680","subdeb","subungual debris"
"681","subq","Subcutaneous adipose tissue is present in this specimen."
"682","sun1","The atypia may reflect the location on a sun-exposed site."
"683","sun2","There is mild lentiginous melanocytic hyperplasia, which is most consistent with chronic sun exposure, rather than an atypical melanocytic neoplasm."
"684","sup","superficial"
"686","surf","surface of"
"687","surfdf","On occasion, the surface of a dermatofibroma may show changes similar to those observed in a lentigo or seborrheic keratosis."
"689","surfdle","Occasionally, the surface of a lesion of discoid lupus erythematosus may resemble a lichenoid keratosis or a lichenoid actinic keratosis. Clinicopathologic correlation is recommended. If lupus is a consideration, a deeper biopsy may be helpful."
"690","swo","superficial white onychomycosis"
"691","tad","transient acantholytic dermatosis (Grover's disease)"
"694","tcrstudy","To further characterize the process, the specimen will be submitted for T-cell receptor gene rearrangement studies, and the findings will be reported in an addendum."
"695","te","telogen effluvium"
"696","tel","telangiectasia"
"697","ten","toxic epidermal necrolysis"
"698","tfi","tumor of the follicular infundibulum"
"699","thh","targetoid hemosiderotic hemangioma"
"700","tickid","The tick was identified by Dr. Richard Pollack at IdentifyUS, as Ixodes dammini / Ixodes scapularis (adult female deer tick) with estimated duration of feeding more than 2 days.  See a copy of his report enclosed."
"701","tine","There is no evidence of ***"
"703","tinem","No malignancy is identified."
"705","tl","trichilemmoma"
"706","tmep","telangiectasia macularis eruptiva perstans"
"707","topcdnh","Although not specific, these findings may be observed over the surface of chondrodermatitis nodularis helicis."
"708","tricho","trichoepithelioma"
"709","tss","The sections show"
"710","tti","and the tissue is"
"711","tu","Tinea unguium."
"712","tv","tinea versicolor"
"713","ty","Thank you for the opportunity to consult with you on this case."
"714","tzanck_smear","Tzanck smear"
"715","ucrc","ulceration consistent with recent curettage."
"716","ulc","ulceration"
"717","urt","urticaria"
"718","veh","verrucous epidermal hyperplasia"
"719","vgp","vertical growth phase"
"720","vic","the vicinity of a ruptured folliculitis or follicular cyst."
"721","vid","vacuolar interface dermatitis"
"722","vin","vulvar intraepithelial neoplasia"
"723","vp","verruca plana (flat wart)"
"724","vv","verruca vulgaris"
"725","vvsk","Although the overall configuration of the lesion is suggestive of verruca vulgaris, there are no definitive viral cytopathic changes. Therefore, a seborrheic keratosis cannot be entirely excluded. Clinical correlation is recommended."
"726","vzv","varicella zoster virus"
"727","wak","The lesion arises in association with an actinic keratosis."
"728","wakl","The lesion arises in association with an actinic keratosis which extends to the peripheral margin."
"729","wartcomment","The presence of hypergranulosis and koilocytosis support the diagnosis of wart over seborrheic keratosis."
"730","wd","warty dyskeratoma"
"731","wdscc","well-differentiated squamous cell carcinoma"
"732","xdhr","Sections demonstrate an unremarkable epidermis with underlying dermal edema, perivascular and interstitial lymphocytes and scattered eosinophils.  These findings are compatible with a dermal hypersensitivity reaction pattern.  The differential diagnosis for this non-specific reaction pattern includes the various urticarias, reactions to environmental antigens or medications and viral exanthems.  Histology alone cannot reliably distinguish between these possibilities.  Clinical correlation is recommended."
"733","xg","xanthogranuloma"
"1419","an1","acanthosis nigricans"
"1420","ancient1","Ancient change is of no known clinical significance."
"1421","art1","There is marked artifact consistent with cautery or fixation obscuring most of the specimen and precluding definitive diagnosis. Clinical correlation is recommended."
"1423","base1","The lesion extends to the deep margin of the specimen."
"1425","big1","Despite the large size of this lesion, no significant cytologic atypia is appreciated."
"1426","both1","both lesions extend to the tissue edge."
"1427","calm1","cafe-au-lait macule"
"1431","clonal1","This lesion demonstrates features consistent with a clonal nevus.  Clonal nevi generally present as pigmented lesions that contain a dark spot within them, and many of the patients described have been children.  They appear to behave in a benign fashion. Reference: Ball NJ and Golitz LE. J Am Acad Dermatol 1994;30:724-9."
"1432","close1","close to the tissue edge."
"1435","contains1","Biopsy contains all clinically visible areas of the lesion."
"1437","crater1","Crateriform squamous proliferation consistent with a keratoacanthoma"
"1438","crud1","It is possible that if the specimen were composed of cornified debris, coagulated blood or crust, the tissue may not have survived processing."
"1439","dark1","Despite dark pigmentation, no significant cytologic atypia is appreciated."
"1440","debris1","Very little subungual debris is present in the specimen.  If there is strong clinical suspicion for tinea, it may be helpful to obtain another biopsy with more subungual material."
"1441","deeper1","It is possible that the lesion observed clinically may be deep to the tissue sampled in this biopsy."
"1442","discrepancy1","Please note:  Discrepancy noted on site, bottle labeled ***, requisition labeled ***.  Site confirmed by *** in Dr. ***'s office to be ***."
"1444","drug1","The differential diagnosis includes a dermal hypersensitivity reaction to an internal antigen, such as a drug."
"1445","ear1","Atypia is commonly observed in nevi of the ear.  Melanocytic nevi of the auricular region: histologic characteristics and diagnostic difficulties.  Saad AG, Patel S, Mutasim DF.  Am J Dermatopathol. 2005 Apr;27(2):111-5."
"1446","es1","eosinophilic spongiosis"
"1447","fail1","Multiple levels fail to reveal basal cell carcinoma."
"1448","final1","Final prognostic attributes await examination of the combined biopsy and re-excision specimens."
"1449","fo1","fragments of"
"1451","gene1","If there is clinical concern for an atypical lymphoid process, gene rearrangement studies may be helpful."
"1452","genital1","Nevi from the axilla and genital sites often have large dyscohesive nests, architectural atypia and abundant melanin.  Despite this, no significant cytologic atypia is appreciated."
"1455","halo1","Some nevi show histologic evidence of a halo in the absence of one clinically (halo phenomenon)."
"1456","held1","This case is being held by Dr. xxxxx."
"1457","horn1","Cutaneous horn"
"1458","hpv1","human papillomavirus"
"1459","ii1","interstitial infiltrate"
"1460","judge1","Clinical judgment is recommended in determining whether to re-excise this site. Factors to be considered include whether the biopsy contains the majority of the lesion or if much of the lesion remains behind, how concerning the lesion was clinically, how concerned the patient is and whether there are relative contraindications to re-excision."
"1461","larger1","If this biopsy represents a portion of a larger lesion, it may not be representative of the lesion as a whole."
"1462","levels1","Initial and level sections were examined."
"1463","lid1","lichenoid interface dermatitis"
"1464","matrix1","If there is continued clinical concern for a melanocytic lesion, biopsy of the matrix may be helpful."
"1465","mild1","The cytologic atypia within melanocytes is only focal and mild."
"1466","miss1","melanoma in situ, superficial spreading type"
"1467","mixed1","Periodic acid-Schiff stain highlights hyphae and yeast forms within the nail plate, consistent with a mixed infection."
"1468","multifocal1","Given that superficial basal cell carcinomas can be multifocal, adjacent residual tumor cannot be completely excluded."
"1470","non1","non-specific"
"1471","on1","onychomycosis"
"1472","persist1","If a pigmented lesion persists or recurs at this site, additional sampling or re-excision is recommended."
"1473","previous1","This current case was reviewed in conjunction with the patient's prior case (***)."
"1474","protrude1","Although nests of melanocytes protrude into the papillary dermis, no definite invasion is identified."
"1475","punch1","On occasion, when a punch biopsy is performed, the superficial portion of the specimen remains within the punch biopsy instrument.  Clinicopathologic correlation is recommended."
"1476","pushing1","Despite a border that pushes downward, no definite invasion is identified."
"1477","radial1","The lesion is confined to the radial growth phase."
"1478","reactive1","Although there is mild squamous atypia, these changes are interpreted as reactive."
"1479","recur1","Should this lesion persist or recur, further sampling or complete excision is recommended."
"1480","reflect1","The focal acantholytic dyskeratosis may be incidental, or could reflect transient acantholytic dermatosis (Grovers disease)."
"1481","regression1","In lesions with regression, the possibility of a regressed invasive component cannot be excluded."
"1482","report1","Report corrected, discrepancy resolved and completed."
"1483","residual1","Occasionally, when scar extends to the margin, residual lesion may be present in the adjacent skin."
"1485","sample1","The surface of keratoacanthoma and squamous cell carcinoma often demonstrates areas of benign epidermal hyperplasia and inflammation.  If your clinical suspicion persists, deeper biopsy may be helpful."
"1486","sampling1","Sampling variability refers to the variation in the degree of atypia observed in small biopsies taken from large melanocytic lesions. This phenomenon is documented in the literature, and may be resolved if multiple biopsies are taken from different areas of a large pigmented lesion, or by completely removing the lesion for histologic examination."
"1487","scalp1","This pattern of atypia, lentiginous melanocytic hyperplasia, and dusty melanin pigment is not uncommon in scalp nevi from children and young adults."
"1489","scarce1","The scarcity of the yeast suggests that they are commensal rather than pathogenic."
"1491","shoulder1","Despite the presence of a 'shoulder' (extension of the junctional component lateral to the dermal component) in this lesion,  no significant cytologic atypia is appreciated."
"1492","small1","Despite the small size of this lesion"
"1493","spitz1","Some authors recommend complete removal of all Spitz nevi."
"1494","survive1","Unfortunately, this specimen did not survive processing."
"1495","swap1","Given the clinical impressions for A and B, the bottles were checked carefully and were labeled appropriately.  I suspect that the A and B specimens were placed in opposite bottles at the time of the procedure."
"1496","tab1","(see tabulated form below)."
"1498","tissue1","However, special stains are not sensitive.  Cultures of tissue are recommended if infection is a clinical concern."
"1499","torsion1","suggestive of recent torsion or trauma."
"1500","trauma1","suggestive of prior procedure or trauma at this site."
"1501","treat1","If this is a small biopsy of a larger lesion, further treatment or excision is recommended."
"1503","up1","urticaria pigmentosa"
"1504","various1","These findings are consistent with an eczematous dermatitis of various causes."
"1505","viable1","Because very little viable epithelium is available for examination, a more definitive diagnosis cannot be rendered."
"1506","west1","Received from Westmoreland Dermatology for consultation are *** hematoxylin and eosin-stained slides labeled "W11-***"."
"1507","wider1","Wider excision is recommended to prevent recurrence."
"1508","yeast1","Yeast forms are highlighted within the nail plate with a periodic acid Schiff stain, consistent with a non-dermatophyte infection."
"1510","avera","Received from Avera Dermatology for consultation is *** hematoxylin and eosin-stained slide and *** paraffin block labeled AD11-***."
"1511","averacp","According to the gross description provided by Avera Dermatology & Laser Center:  Received is a *** measuring *** cm.  The skin is ***.  AD11-*** Blocks:  *** block(s) Slides:  *** slide(s)"
"1512","averacpx2","According to the gross description provided by Avera Dermatology & Laser Center:    A.  Received is a *** measuring *** cm.  The skin is ***.  B.  Received is a *** measuring *** cm.  The skin is ***.  AD11-*** Blocks:  *** block(s) Slides:  *** slide(s)"
"1513","averacpx3","According to the gross description provided by Avera Dermatology & Laser Center:    A.  Received is a *** measuring *** cm.  The skin is ***.  B.  Received is a *** measuring *** cm.  The skin is ***.  C.  Received is a *** measuring *** cm.  The skin is ***.  AD11-*** Blocks:  *** block(s) Slides:  *** slide(s)"
"1515","blk","lichenoid keratosis (lichen planus-like keratosis)."
"1520","consultblock","Received from *** for consultation are *** hematoxylin and eosin-stained slide(s) and 1 paraffin block labeled ***."
"1521","consultmuzliska","Received from *** for consultation is 1 paraffin block labeled ***."
"1522","cor-clinical","Due to typographical error, this report has been modified to correct the clinical impression from *** to ***, at the request of ***'s office on ***."
"1523","cor-copyto","Due to a typographical error, this report has been modified to correct the "copy-to" physician from *** to ***, at the request of ***'s office on ***."
"1524","cor-dob","Due to a typographical error, this report has been modified to correct the patient's date of birth from *** to ***, at the request of ***'s office on ***."
"1525","cor-gender","Due to a typographical error, this report has been modified to correct the patient's gender from *** to ***, at the request of ***'s office on ***."
"1526","cor-idnumber","Due to a typographical error, this report has been modified to correct the patient's ID number from *** to ***, at the request of ***'s office on ***."
"1527","cor-ida","Due to a Caris typographical error, this report has been modified to correct XXXXX from *** to ***, at the request of Dr. Ida's office on ***."
"1528","cor-location","Due to a typographical error, this report has been modified to correct the provider's office location from *** to ***, at the request of ***'s office on ***."
"1529","cor-namespelling","Due to a typographical error, this report has been modified to correct the spelling of the patient's name from *** to ***, at the request of ***'s office on ***."
"1530","cor-patient","Due to a typographical error, this report has been modified to correct the patient and corresponding demographic information to ***, at the request of ***'s office on ***."
"1531","cor-phone","Due to a typographical error, this report has been modified to correct the patient's phone number to ***, at the request of ***'s office on ***."
"1532","cor-physician","Due to a typographical error, this report has been modified to correct the physician from *** to ***, at the request of ***'s office on ***."
"1533","cor-procdate","Due to a typographical error, this report has been modified to correct the procedure date from *** to ***, at the request of ***'s office on ***."
"1534","cor-site","Due to a typographical error, this report has been modified to correct the procedure site from *** to ***, at the request of ***'s office on ***."
"1543","dwest","Received from West Dermatology is *** paraffin block labeled "W11-***"."
"1544","eastside","According to the gross description provided by Eastside Dermatology:  Received in formalin a piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s).  Slides:  *** slide(s) labeled S11-***"
"1545","eastsidex2","According to the gross description provided by Eastside Dermatology:    A.  Received in formalin a piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s).  B.  Received in formalin a piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s).  Slides:  *** slide(s) labeled S11-***"
"1546","eastsidex3","According to the gross description provided by Eastside Dermatology:    A.  Received in formalin a piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s).  B.  Received in formalin a piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s).  C.  Received in formalin a piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s).   Slides:  *** slide(s) labeled S11-***"
"1547","ellis","Received from Ellis Hospital McClellan Campus Department of Pathology for consultation are *** hematoxylin and eosin-stained slide(s) and *** paraffin block(s) labeled SM11-***."
"1548","floridaderm","According to the gross description provided by South Florida Dermatology:  Received in formalin is a piece of tissue measuring *** cm.  Specimen is submitted in *** cassette.  Blocks: *** block(s) Slides: *** slide(s)"
"1549","forest","According to the gross description provided by Forest Healthcare Pathology Lab:  Received in formalin is a *** piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s), *** pcs.  Blocks:  *** block(s) Slides:  *** slide(s)"
"1550","forestx2","According to the gross description provided by Forest Healthcare Pathology Lab:    A.  Received in formalin is a *** piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s), *** pcs.  B.  Received in formalin is a *** piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s), *** pcs.  Blocks:  *** block(s) Slides:  *** slide(s)"
"1551","forestx3","According to the gross description provided by Forest Healthcare Pathology Lab:    A.  Received in formalin is a *** piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s), *** pcs.  B.  Received in formalin is a *** piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s), *** pcs.  C.  Received in formalin is a *** piece of tissue measuring *** cm.  Tissue is *** and submitted in *** cassette(s), *** pcs.  Blocks:  *** block(s) Slides:  *** slide(s)"
"1552","franklin","Received from Franklin Memorial Hospital for consultation is *** hematoxylin and eosin-stained slide(s) labeled S11-***."
"1553","gardner","According to the gross description provided by Gardner Dermatology:  Received is a *** piece of tissue measuring *** cm.  The tissue is submitted in *** cassette(s).  *** Blocks:  *** block(s) Slides:  *** slide(s)"
"1554","gardnerx2","According to the gross description provided by Gardner Dermatology:    A.  Received is a *** piece of tissue measuring *** cm.  The tissue is submitted in cassette(s) ***.  B.  Received is a *** piece of tissue measuring *** cm.  The tissue is submitted in cassette(s) ***.  *** Blocks:  *** block(s) Slides:  *** slide(s)"
"1555","gardnerx3","According to the gross description provided by Gardner Dermatology:    A.  Received is a *** piece of tissue measuring *** cm.  The tissue is submitted in cassette(s) ***.  B.  Received is a *** piece of tissue measuring *** cm.  The tissue is submitted in cassette(s) ***.  C.  Received is a *** piece of tissue measuring *** cm.  The tissue is submitted in cassette(s) ***.  *** Blocks:  *** block(s) Slides:  *** slide(s)"
"1556","gasch","Received from Center for Dermatology & Laser Surgery for consultation are *** hematoxylin and eosin-stained slide(s) labeled CT10-***."
"1557","gross1","Received is a formalin filled specimen container labeled with the patient's name and "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in one cassette.   Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1558","gross2","The specimens are received in two formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette A.   B.  The second container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette B.    Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1559","gross3","The specimens are received in three formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette A.   B.  The second container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette B.  C. The third container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette C.    Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1560","gross4","The specimens are received in four formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette A.   B.  The second container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette B.  C.  The third container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette C.   D.  The fourth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette D.    Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1561","gross5","The specimens are received in five formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The tissue is *** *** submitted entirely in cassette A.   B.  The second container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette B.  C.  The third container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette C.   D.  The fourth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette D.   E.  The fifth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette E.  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here.  Microscopic Examination performed, supportive of the FINAL DIAGNOSIS above.  This case was interpreted at 810 Landmark Drive, Suite 217-219, Glen Burnie, MD  21061.  CLIA #21D1077515."
"1562","gross6","The specimens are received in six formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The tissue is *** *** submitted entirely in cassette A.   B.  The second container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette B.  C.  The third container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette C.   D.  The fourth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette D.   E.  The fifth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette E. F.  The sixth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette F.  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here.  Microscopic Examination performed, supportive of the FINAL DIAGNOSIS above.  This case was interpreted at 810 Landmark Drive, Suite 217-219, Glen Burnie, MD  21061.  CLIA #21D1077515."
"1563","gross7","The specimens are received in seven formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The tissue is *** *** submitted entirely in cassette A.   B.  The second container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette B.  C.  The third container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette C.   D.  The fourth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette D.   E.  The fifth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette E. F.  The sixth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette F. G.  The seventh container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette G.  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here.  Microscopic Examination performed, supportive of the FINAL DIAGNOSIS above.  This case was interpreted at 810 Landmark Drive, Suite 217-219, Glen Burnie, MD  21061.  CLIA #21D1077515."
"1564","gross8","The specimens are received in eight formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The tissue is *** *** submitted entirely in cassette A.   B.  The second container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette B.  C.  The third container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette C.   D.  The fourth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette D.   E.  The fifth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette E. F.  The sixth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette F. G.  The seventh container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette G. H.  The eighth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in cassette H  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here.  Microscopic Examination performed, supportive of the FINAL DIAGNOSIS above.  This case was interpreted at 810 Landmark Drive, Suite 217-219, Glen Burnie, MD  21061.  CLIA #21D1077515."
"1565","grossagg","Received is a formalin filled specimen container labeled with the patient's name and "***".  It contains multiple pieces of skin measuring *** x *** x *** cm in aggregate. The specimen is submitted entirely in one cassette.   Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1566","grossexcision","Received is a formalin filled specimen container labeled with the patient's name and "***".  It contains an elliptical piece of skin measuring *** x *** x *** cm.  The specimen tips are submitted in cassette ***, and the central portion is *** and submitted in cassette(s) ***.  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
